Project_Code,Skill,Emp_ID_Count,Date
01A,Database Testing,5,8/24/2020
01A,DataModeler,1,8/24/2020
01A,Datastage,6,8/24/2020
01A,Business Analyst,1,8/24/2020
01A,Informatica,2,8/24/2020
01A,Manual Testing,2,8/24/2020
01A,Oracle forms,1,8/24/2020
01A,Others,3,8/24/2020
01A,PowerBI,1,8/24/2020
01A,SQL,3,8/24/2020
01A,SSIS,3,8/24/2020
01B,DataModeler,1,8/24/2020
01B,Datastage,1,8/24/2020
01B,Business Analyst,2,8/24/2020
01B,Others,1,8/24/2020
02A,HL7,2,8/24/2020
02B,Automation Testing,1,8/24/2020
03A,Database Testing,1,8/24/2020
03A,Datastage,3,8/24/2020
03A,Manual Testing,1,8/24/2020
03A,SSIS,1,8/24/2020
03A,Technical Writing,1,8/24/2020
03B,Datastage,2,8/24/2020
04A,Database Testing,5,8/24/2020
04A,Datastage,10,8/24/2020
04A,Business Analyst,1,8/24/2020
04A,HL7,1,8/24/2020
04A,Informatica,1,8/24/2020
04A,Manual Testing,1,8/24/2020
04A,Oracle forms,1,8/24/2020
04A,Others,4,8/24/2020
04A,PowerBI,1,8/24/2020
04A,SSIS,2,8/24/2020
04B,Automation Testing,1,8/24/2020
04B,DataModeler,2,8/24/2020
04B,Datastage,1,8/24/2020
04B,Business Analyst,3,8/24/2020
04B,Oracle DBA,1,8/24/2020
04B,Others,1,8/24/2020
04B,Sales,1,8/24/2020
04B,SQL,2,8/24/2020
05B,SQL,1,8/24/2020
06A,Database Testing,4,8/24/2020
06A,Datastage,6,8/24/2020
06A,Business Analyst,1,8/24/2020
06A,HL7,2,8/24/2020
06A,Manual Testing,1,8/24/2020
06A,Others,1,8/24/2020
06A,Performance Testing,1,8/24/2020
06A,Security Testing,1,8/24/2020
06A,SQL,1,8/24/2020
06B,DataModeler,2,8/24/2020
06B,Datastage,1,8/24/2020
06B,Others,1,8/24/2020
07B,Automation Testing,1,8/24/2020
08A,.Net,1,8/24/2020
08A,DataModeler,1,8/24/2020
08B,DataModeler,1,8/24/2020
08B,Business Analyst,2,8/24/2020
09A,.Net,1,8/24/2020
09A,Database Testing,1,8/24/2020
09A,Datastage,1,8/24/2020
09B,DataModeler,1,8/24/2020
09B,Business Analyst,2,8/24/2020
10B,Business Analyst,1,8/24/2020
11B,Product Management,1,8/24/2020
12A,Fullstack Java,1,8/24/2020
12A,HL7,1,8/24/2020
12A,Java,1,8/24/2020
12B,Business Analyst,1,8/24/2020
13A,DataModeler,1,8/24/2020
13A,Oracle forms,1,8/24/2020
13A,Python,1,8/24/2020
13B,Business Analyst,1,8/24/2020
13B,Oracle DBA,1,8/24/2020
16A,Datastage,2,8/24/2020
16A,HL7,1,8/24/2020
16B,Datastage,1,8/24/2020
16B,Others,1,8/24/2020
01A,Automation Testing,1,8/24/2020
01A,Informatica,1,8/24/2020
01B,Business Analyst,1,8/24/2020
02A,Automation Testing,1,8/24/2020
02B,Business Analyst,6,8/24/2020
02B,Java,1,8/24/2020
03A,Business Analyst,1,8/24/2020
03A,Manual Testing,1,8/24/2020
03B,Business Analyst,3,8/24/2020
03B,Java,1,8/24/2020
03B,SQL,1,8/24/2020
01A,Database Technologies,1,8/24/2020
01A,Manual Testing,1,8/24/2020
01A,SSAS,1,8/24/2020
01A,SSIS,1,8/24/2020
01A,SSRS,1,8/24/2020
01A,Java,2,8/24/2020
02A,.Net,3,8/24/2020
02A,Business Analyst,2,8/24/2020
02A,HL7,2,8/24/2020
02A,Java,1,8/24/2020
02A,Technical Management,1,8/24/2020
001,.Net,28,8/24/2020
001,AM-.NET,2,8/24/2020
001,Data Science,1,8/24/2020
001,Business Analyst,1,8/24/2020
001,Java,1,8/24/2020
1,JS_HTML_CSS_.Net,6,8/24/2020
1,Manual Testing,14,8/24/2020
1,Sales,2,8/24/2020
1,Sharepoint,1,8/24/2020
1,Technical Management,2,8/24/2020
01A,.Net,8,8/24/2020
01A,Datastage,1,8/24/2020
01A,Data Science,1,8/24/2020
01A,Database Testing,1,8/24/2020
01A,Fullstack Java,1,8/24/2020
01A,Java,1,8/24/2020
01A,Manual Testing,2,8/24/2020
01A,Python,1,8/24/2020
2,.Net,1,8/24/2020
02A,Business Analyst,1,8/24/2020
02A,Java,8,8/24/2020
02A,JS_HTML_CSS_Java,2,8/24/2020
02A,Manual Testing,3,8/24/2020
02B,JS_HTML_CSS_Java,1,8/24/2020
03A,Business Analyst,2,8/24/2020
03A,Java,25,8/24/2020
03A,JS_HTML_CSS_Java,2,8/24/2020
03A,Manual Testing,5,8/24/2020
03A,Technical Writing,1,8/24/2020
03A,UX,1,8/24/2020
03B,Java,2,8/24/2020
03C,Business Analyst,1,8/24/2020
03C,Java,2,8/24/2020
04A,Java,1,8/24/2020
04A,Technical Writing,1,8/24/2020
05A,Database Technologies,1,8/24/2020
05A,Informatica,1,8/24/2020
05A,Tableau,1,8/24/2020
06A,Fullstack Java,1,8/24/2020
06A,Java,1,8/24/2020
06A,Oracle forms,5,8/24/2020
07A,Datastage,2,8/24/2020
07A,IOS,1,8/24/2020
07A,JS_HTML_CSS_.Net,1,8/24/2020
07A,Mobile Applications,2,8/24/2020
07A,SSIS,1,8/24/2020
07A,Tableau,1,8/24/2020
08A,.Net,8,8/24/2020
08A,C++,1,8/24/2020
08A,Datastage,1,8/24/2020
08A,Business Analyst,2,8/24/2020
08A,JS_HTML_CSS_.Net,2,8/24/2020
08A,Manual Testing,3,8/24/2020
08A,Technical Writing,1,8/24/2020
09A,.Net,1,8/24/2020
09A,C++,1,8/24/2020
09A,Datastage,2,8/24/2020
09A,Fullstack Java,2,8/24/2020
09A,IOS,3,8/24/2020
09A,Java,11,8/24/2020
09A,JS_HTML_CSS_Java,6,8/24/2020
09A,Manual Testing,4,8/24/2020
09A,PHP,1,8/24/2020
09A,Security Testing,1,8/24/2020
09A,Selenium Java,1,8/24/2020
09A,UI,2,8/24/2020
10A,Fullstack Java,1,8/24/2020
10A,Java,6,8/24/2020
10A,Manual Testing,3,8/24/2020
10A,Selenium Java,1,8/24/2020
10A,UI,1,8/24/2020
10B,Business Analyst,1,8/24/2020
10B,HL7,1,8/24/2020
10B,Java,2,8/24/2020
11A,.Net,2,8/24/2020
11A,Angular,1,8/24/2020
11A,C++,1,8/24/2020
11A,Datastage,1,8/24/2020
11A,Data Science,1,8/24/2020
11A,Fullstack .NET,2,8/24/2020
11A,JS_HTML_CSS_.Net,1,8/24/2020
11A,JS_HTML_CSS_Java,1,8/24/2020
11A,Manual Testing,4,8/24/2020
11A,Technical Writing,1,8/24/2020
11B,.Net,1,8/24/2020
12A,Business Objects,1,8/24/2020
12A,Datastage,2,8/24/2020
12A,Database Technologies,23,8/24/2020
12A,Database Testing,9,8/24/2020
12A,Datastage,1,8/24/2020
12A,Business Analyst,2,8/24/2020
12A,HL7,1,8/24/2020
12A,Informatica,2,8/24/2020
12A,Java,2,8/24/2020
12A,JS_HTML_CSS_.Net,1,8/24/2020
12A,JS_HTML_CSS_Java,1,8/24/2020
12A,Manual Testing,6,8/24/2020
12A,Netezza,1,8/24/2020
12A,Oracle forms,1,8/24/2020
12A,Oracle Fusion middleware,6,8/24/2020
12A,Others,1,8/24/2020
12A,Spotfire,4,8/24/2020
12A,SQL,2,8/24/2020
12A,SSIS,4,8/24/2020
12A,Tableau,1,8/24/2020
12A,Technical Writing,1,8/24/2020
12B,Informatica,1,8/24/2020
13A,.Net,1,8/24/2020
13A,IOS,1,8/24/2020
13A,JS_HTML_CSS_.Net,1,8/24/2020
13A,Manual Testing,1,8/24/2020
15A,IOS,1,8/24/2020
001,.Net,8,8/24/2020
001,Manual Testing,2,8/24/2020
001,Others,1,8/24/2020
001,PS-.Net,1,8/24/2020
001,Sales,1,8/24/2020
001,Technical Management,1,8/24/2020
001,C++,3,8/24/2020
001,Manual Testing,1,8/24/2020
001,Sales,1,8/24/2020
002,.Net,12,8/24/2020
002,Automation Testing,3,8/24/2020
002,C++,19,8/24/2020
002,Java,1,8/24/2020
002,JS_HTML_CSS_.Net,2,8/24/2020
002,Selenium,1,8/24/2020
002,Technical Support,1,8/24/2020
002B,.Net,5,8/24/2020
002B,Automation Testing,1,8/24/2020
002B,C++,3,8/24/2020
002B,JS_HTML_CSS_.Net,1,8/24/2020
002B,Manual Testing,1,8/24/2020
003,HL7,1,8/24/2020
003,Manual Testing,24,8/24/2020
003B,Manual Testing,8,8/24/2020
004,.Net,10,8/24/2020
004,C++,1,8/24/2020
004,HL7,1,8/24/2020
004,Reporting,1,8/24/2020
004,Technical Support,1,8/24/2020
005A,.Net,3,8/24/2020
005A,Automation Testing,1,8/24/2020
005A,JS_HTML_CSS_.Net,1,8/24/2020
005A,Technical Support,1,8/24/2020
005B,.Net,2,8/24/2020
006A,.Net,6,8/24/2020
006A,Automation Testing,1,8/24/2020
006A,C++,3,8/24/2020
007A,Manual Testing,15,8/24/2020
008A,.Net,5,8/24/2020
008A,SQL,1,8/24/2020
01A,Database Testing,1,8/24/2020
01A,Manual Testing,1,8/24/2020
01A,Selenium .NET,3,8/24/2020
01A,Selenium Java,1,8/24/2020
01B,Automation Testing,1,8/24/2020
01B,Selenium .NET,1,8/24/2020
02A,.Net,4,8/24/2020
02A,Manual Testing,1,8/24/2020
03A,.Net,9,8/24/2020
03A,Data Science,1,8/24/2020
03A,Fullstack .NET,2,8/24/2020
03A,Business Analyst,4,8/24/2020
03A,JS_HTML_CSS_.Net,1,8/24/2020
03A,Manual Testing,6,8/24/2020
03A,Quality,2,8/24/2020
03A,Technical Writing,1,8/24/2020
04A,.Net,6,8/24/2020
04A,JS_HTML_CSS_.Net,1,8/24/2020
05A,.Net,9,8/24/2020
05A,Data Science,1,8/24/2020
06A,Business Analyst,1,8/24/2020
06A,Tableau,1,8/24/2020
07A,.Net,28,8/24/2020
07A,Data Science,1,8/24/2020
07A,DevOps,1,8/24/2020
07A,Fullstack .NET,2,8/24/2020
07A,Business Analyst,3,8/24/2020
07A,HL7,4,8/24/2020
07A,Java,1,8/24/2020
07A,JS_HTML_CSS_.Net,1,8/24/2020
07A,JS_HTML_CSS_Java,1,8/24/2020
07A,Manual Testing,20,8/24/2020
07A,Mobile Applications,1,8/24/2020
07A,Others,15,8/24/2020
07A,Performance Testing,1,8/24/2020
07A,Security Testing,1,8/24/2020
07A,Selenium .NET,2,8/24/2020
07A,Selenium Java,4,8/24/2020
07A,SQL,2,8/24/2020
07A,SSRS,1,8/24/2020
08A,Manual Testing,2,8/24/2020
08A,Selenium,1,8/24/2020
08A,Selenium Java,10,8/24/2020
01A,Business Analyst,2,8/24/2020
01A,HL7,24,8/24/2020
01A,IOS,1,8/24/2020
01A,Mirth,3,8/24/2020
01A,SQL,1,8/24/2020
01B,HL7,12,8/24/2020
01B,Java,1,8/24/2020
01B,Mirth,1,8/24/2020
001A,HL7,7,8/24/2020
001A,Manual Testing,5,8/24/2020
001A,Selenium Java,2,8/24/2020
001B,Automation Testing,1,8/24/2020
001B,HL7,7,8/24/2020
001B,JS_HTML_CSS_Java,1,8/24/2020
001B,Manual Testing,2,8/24/2020
001B,Mirth,2,8/24/2020
001B,PS-.Net,1,8/24/2020
002,.Net,2,8/24/2020
002,Business Analyst,1,8/24/2020
002,HL7,19,8/24/2020
002,Lotus Notes,1,8/24/2020
002,PS-.Net,2,8/24/2020
002,SQL,1,8/24/2020
003,HL7,7,8/24/2020
003,Java,1,8/24/2020
003,JS_HTML_CSS_Java,1,8/24/2020
003,Manual Testing,1,8/24/2020
003,Mirth,1,8/24/2020
003,PS-.Net,2,8/24/2020
003,PS-Java,2,8/24/2020
003,SQL,1,8/24/2020
003,SSIS,1,8/24/2020
004,AS400,1,8/24/2020
004,Business Analyst,1,8/24/2020
005B,.Net,1,8/24/2020
005C,.Net,1,8/24/2020
007A,HL7,1,8/24/2020
007B,.Net,2,8/24/2020
007B,Fullstack Java,1,8/24/2020
007B,HL7,5,8/24/2020
007B,Java,1,8/24/2020
007B,SQL,1,8/24/2020
001A,HL7,1,8/24/2020
001A,.Net,2,8/24/2020
001A,Business Analyst,2,8/24/2020
001B,HL7,7,8/24/2020
01A,Java,1,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Java,5,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Manual Testing,3,8/24/2020
01A,.Net,7,8/24/2020
01A,Automation Testing,1,8/24/2020
01A,Datastage,1,8/24/2020
01A,Database Technologies,2,8/24/2020
01A,Manual Testing,2,8/24/2020
01A,Oracle forms,2,8/24/2020
01A,Others,1,8/24/2020
01A,SQL,3,8/24/2020
01A,SSIS,3,8/24/2020
01A,Tableau,2,8/24/2020
01A,UX,1,8/24/2020
02A,IT Management,3,8/24/2020
02A,Systems and Networking,3,8/24/2020
03A,.Net,11,8/24/2020
03A,Business Analyst,1,8/24/2020
03A,JS_HTML_CSS_Java,1,8/24/2020
03A,Manual Testing,3,8/24/2020
03A,Performance Testing,1,8/24/2020
03B,JS_HTML_CSS_Java,1,8/24/2020
001B,HL7,1,8/24/2020
001,.Net,5,8/24/2020
001,Automation Testing,1,8/24/2020
001,Manual Testing,3,8/24/2020
001,Others,1,8/24/2020
001,PS-.Net,2,8/24/2020
001,Technical Management,1,8/24/2020
001,.Net,1,8/24/2020
001,JS_HTML_CSS_.Net,1,8/24/2020
001A,Datastage,4,8/24/2020
001A,Business Analyst,2,8/24/2020
001A,Performance Engineering,1,8/24/2020
001A,SQL,1,8/24/2020
001C,Datastage,1,8/24/2020
001C,Business Analyst,1,8/24/2020
001C,Performance Engineering,1,8/24/2020
1,.Net,4,8/24/2020
1,Sales,1,8/24/2020
1,SQL,1,8/24/2020
1,SQL Server DBA,1,8/24/2020
1,SSIS,2,8/24/2020
2,.Net,1,8/24/2020
3,.Net,2,8/24/2020
4,HL7,1,8/24/2020
02A,.Net,2,8/24/2020
02A,Datastage,1,8/24/2020
02A,Sales,1,8/24/2020
02C,.Net,1,8/24/2020
02C,Performance Engineering,1,8/24/2020
02C,Sales,1,8/24/2020
04A,SSIS,1,8/24/2020
05A,Selenium Java,4,8/24/2020
06A,HL7,1,8/24/2020
07A,HL7,5,8/24/2020
07A,Manual Testing,1,8/24/2020
07A,Mirth,1,8/24/2020
07A,Others,1,8/24/2020
11,Technical Management,3,8/24/2020
12,Automation Testing,10,8/24/2020
12,Manual Testing,1,8/24/2020
12,Performance Testing,1,8/24/2020
12,Selenium .NET,1,8/24/2020
12,Selenium Java,3,8/24/2020
013A,DevOps,1,8/24/2020
013A,Business Analyst,1,8/24/2020
013A,Manual Testing,27,8/24/2020
013A,Performance Testing,1,8/24/2020
013A,Selenium Java,1,8/24/2020
013B,Manual Testing,3,8/24/2020
14,Automation Testing,1,8/24/2020
14,Java,22,8/24/2020
14,JS_HTML_CSS_Java,4,8/24/2020
14,Manual Testing,1,8/24/2020
14,Oracle ADF,2,8/24/2020
14,SSIS,1,8/24/2020
14,Technical Management,1,8/24/2020
014C,Java,2,8/24/2020
014C,JS_HTML_CSS_Java,1,8/24/2020
15,C++,1,8/24/2020
15,Java,5,8/24/2020
15,JS_HTML_CSS_Java,2,8/24/2020
15,Technical Management,1,8/24/2020
16,HL7,1,8/24/2020
16,Java,1,8/24/2020
16,JS_HTML_CSS_.Net,1,8/24/2020
17,Manual Testing,3,8/24/2020
18,Automation Testing,2,8/24/2020
19,Automation Testing,2,8/24/2020
19,Java,1,8/24/2020
19,JS_HTML_CSS_Java,1,8/24/2020
19,Technical Management,1,8/24/2020
20,Automation Testing,1,8/24/2020
20,Manual Testing,1,8/24/2020
21,.Net,2,8/24/2020
21,Manual Testing,1,8/24/2020
26,.Net,6,8/24/2020
26,DevOps,1,8/24/2020
26,Manual Testing,3,8/24/2020
26,Sales,1,8/24/2020
26,Sharepoint,1,8/24/2020
26,SQL,2,8/24/2020
26,SSAS,1,8/24/2020
26,SSIS,3,8/24/2020
26,Technical Management,1,8/24/2020
26,Technical Writing,1,8/24/2020
28,Automation Testing,1,8/24/2020
28,Business Analyst,1,8/24/2020
28,Manual Testing,3,8/24/2020
28,Selenium .NET,1,8/24/2020
29,.Net,3,8/24/2020
29,JS_HTML_CSS_.Net,1,8/24/2020
29,Manual Testing,1,8/24/2020
29,Technical Management,1,8/24/2020
30,Automation Testing,1,8/24/2020
30,Java,2,8/24/2020
30,Technical Management,1,8/24/2020
31A,Technical Management,1,8/24/2020
31B,.Net,2,8/24/2020
31B,SQL,1,8/24/2020
31B,SSIS,4,8/24/2020
31B,SSRS,1,8/24/2020
32A,.Net,1,8/24/2020
32A,SSIS,1,8/24/2020
32B,.Net,1,8/24/2020
32B,SQL,1,8/24/2020
32B,SSIS,1,8/24/2020
33A,Hadoop,1,8/24/2020
33A,Java,5,8/24/2020
33A,JS_HTML_CSS_Java,1,8/24/2020
33B,JS_HTML_CSS_Java,1,8/24/2020
33C,Hadoop,1,8/24/2020
001A,Adobe Flex,1,8/24/2020
001A,Datastage,1,8/24/2020
001A,Fullstack Java,1,8/24/2020
001A,Java,38,8/24/2020
001A,JS_HTML_CSS_Java,7,8/24/2020
001A,Manual Testing,2,8/24/2020
001A,Performance Testing,1,8/24/2020
001A,Selenium Java,2,8/24/2020
001A,Technical Management,1,8/24/2020
001B,Java,2,8/24/2020
001B,JS_HTML_CSS_Java,3,8/24/2020
002A,HL7,1,8/24/2020
02A,Database Testing,1,8/24/2020
02A,Fullstack .NET,1,8/24/2020
02A,Business Analyst,4,8/24/2020
02A,Manual Testing,3,8/24/2020
02A,SQL,2,8/24/2020
02A,SQL Server DBA,1,8/24/2020
02A,SSIS,3,8/24/2020
02A,Tableau,1,8/24/2020
02A,Technical Management,1,8/24/2020
02B,HL7,2,8/24/2020
02B,SSIS,1,8/24/2020
02B,Tableau,1,8/24/2020
03A,Business Analyst,2,8/24/2020
03A,SSIS,1,8/24/2020
03A,Technical Management,1,8/24/2020
03B,Business Analyst,1,8/24/2020
04A,AWS,1,8/24/2020
04A,Azure,2,8/24/2020
04A,Database Testing,2,8/24/2020
04A,Security Testing,1,8/24/2020
04A,SQL,1,8/24/2020
04A,SSIS,1,8/24/2020
04B,SSIS and ETL,1,8/24/2020
01A,Datastage,2,8/24/2020
01A,Business Analyst,1,8/24/2020
02A,Technical Writing,1,8/24/2020
02B,SSIS,5,8/24/2020
02B,SSRS,1,8/24/2020
001A,.Net,2,8/24/2020
001A,AS400,1,8/24/2020
001A,SSIS and ETL,1,8/24/2020
001A,Informatica,1,8/24/2020
001A,SQL,3,8/24/2020
001A,SQL Server DBA,2,8/24/2020
001A,SSAS,5,8/24/2020
001A,SSIS,7,8/24/2020
001A,SSRS,1,8/24/2020
001A,Technical Management,1,8/24/2020
001B,Informatica,1,8/24/2020
001A,Database Testing,3,8/24/2020
001A,Datastage,1,8/24/2020
001A,SSIS,3,8/24/2020
001A,Tableau,1,8/24/2020
01B,Cognos,1,8/24/2020
01A,Database Testing,3,8/24/2020
01A,Manual Testing,4,8/24/2020
01B,.Net,1,8/24/2020
01B,Database Technologies,2,8/24/2020
01B,Database Testing,1,8/24/2020
01B,Hadoop,1,8/24/2020
01B,Manual Testing,2,8/24/2020
01B,Others,1,8/24/2020
01B,SQL,1,8/24/2020
01B,SSIS,1,8/24/2020
01C,Database Testing,1,8/24/2020
01C,Manual Testing,1,8/24/2020
02A,Database Testing,1,8/24/2020
02B,.Net,1,8/24/2020
03B,.Net,1,8/24/2020
01A,Business Analyst,1,8/24/2020
01A,HL7,1,8/24/2020
01A,Java,2,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Manual Testing,1,8/24/2020
02B,HL7,1,8/24/2020
02C,HL7,1,8/24/2020
01A,.Net,17,8/24/2020
01A,Automation Testing,1,8/24/2020
01A,Fullstack .NET,2,8/24/2020
01A,IOS,1,8/24/2020
01A,JS_HTML_CSS_.Net,8,8/24/2020
01A,JS_HTML_CSS_Java,2,8/24/2020
01A,Manual Testing,2,8/24/2020
01A,Selenium .NET,1,8/24/2020
01A,Selenium Java,5,8/24/2020
01B,.Net,5,8/24/2020
01B,Tableau,1,8/24/2020
02A,Datastage,2,8/24/2020
02A,Business Analyst,7,8/24/2020
01A,.Net,3,8/24/2020
01A,C++,1,8/24/2020
01A,Data Science,1,8/24/2020
01A,Database Technologies,1,8/24/2020
01A,Business Analyst,1,8/24/2020
01A,Java,3,8/24/2020
01A,JS_HTML_CSS_.Net,2,8/24/2020
01A,JS_HTML_CSS_Java,1,8/24/2020
01A,Manual Testing,8,8/24/2020
01A,Others,2,8/24/2020
01A,Performance Testing,1,8/24/2020
01A,Ruby on Rails,2,8/24/2020
01A,Security Testing,1,8/24/2020
01A,Selenium Java,2,8/24/2020
01A,SQL,1,8/24/2020
01A,SSIS,1,8/24/2020
01A,Technical Management,1,8/24/2020
01A,Technical Writing,2,8/24/2020
01A,UX,2,8/24/2020
01B,.Net,1,8/24/2020
01B,SSIS and ETL,1,8/24/2020
01C,Others,1,8/24/2020
01A,Business Analyst,2,8/24/2020
01A,HL7,1,8/24/2020
01A,Mirth,1,8/24/2020
01A,Selenium,1,8/24/2020
01A,Selenium Java,3,8/24/2020
02A,.Net,1,8/24/2020
02A,Business Analyst,1,8/24/2020
02A,HL7,7,8/24/2020
02A,Mirth,2,8/24/2020
02B,Business Analyst,1,8/24/2020
03A,.Net,7,8/24/2020
03A,C++,2,8/24/2020
03A,Datastage,1,8/24/2020
03A,UX,1,8/24/2020
04A,.Net,6,8/24/2020
04A,Azure,1,8/24/2020
04A,Datastage,1,8/24/2020
04A,Business Analyst,2,8/24/2020
04A,Manual Testing,1,8/24/2020
04A,Salesforce Cloud,1,8/24/2020
04A,Security Testing,2,8/24/2020
05A,.Net,3,8/24/2020
001A,JS_HTML_CSS_Java,1,8/24/2020
001B,.Net,1,8/24/2020
001B,Hadoop,5,8/24/2020
001B,HL7,2,8/24/2020
001B,Java,2,8/24/2020
001B,JS_HTML_CSS_Java,1,8/24/2020
001B,Python,3,8/24/2020
001A,Java,3,8/24/2020
001A,Manual Testing,2,8/24/2020
001A,Ruby on Rails,1,8/24/2020
001A,Selenium Java,1,8/24/2020
001B,AWS DevOps,1,8/24/2020
001A,Business Analyst,1,8/24/2020
001A,Manual Testing,15,8/24/2020
001A,Others,1,8/24/2020
001A,Performance Testing,4,8/24/2020
001A,Selenium Java,2,8/24/2020
001B,HL7,1,8/24/2020
001B,Manual Testing,1,8/24/2020
001B,Technical Management,1,8/24/2020
002A,Manual Testing,5,8/24/2020
002A,Selenium Java,1,8/24/2020
003A,.Net,1,8/24/2020
003A,Business Analyst,1,8/24/2020
003B,.Net,1,8/24/2020
004B,BPM,1,8/24/2020
005A,.Net,2,8/24/2020
005A,IOS,2,8/24/2020
005A,Java,3,8/24/2020
005A,JS_HTML_CSS_Java,2,8/24/2020
005A,Manual Testing,2,8/24/2020
006A,Manual Testing,2,8/24/2020
006A,Selenium Java,1,8/24/2020
01A,Manual Testing,1,8/24/2020
001A,.Net,1,8/24/2020
001A,C++,1,8/24/2020
001A,JS_HTML_CSS_Java,1,8/24/2020
001A,Manual Testing,2,8/24/2020
001A,Others,1,8/24/2020
001A,Business Analyst,1,8/24/2020
001A,Java,2,8/24/2020
01A,.Net,3,8/24/2020
01A,Fullstack .NET,1,8/24/2020
01A,JS_HTML_CSS_.Net,1,8/24/2020
01A,Manual Testing,3,8/24/2020
01A,Selenium Java,1,8/24/2020
01A,Performance Testing,2,8/24/2020
01A,PowerBI,1,8/24/2020
01A,Tableau,2,8/24/2020
2,.Net,5,8/24/2020
2,Manual Testing,1,8/24/2020
2,Technical Management,1,8/24/2020
3,.Net,7,8/24/2020
3,Manual Testing,2,8/24/2020
4,Technical Management,1,8/24/2020
5,Technical Management,1,8/24/2020
6,.Net,1,8/24/2020
7,Technical Management,1,8/24/2020
8,.Net,1,8/24/2020
9,.Net,3,8/24/2020
9,Automation Testing,1,8/24/2020
9,Manual Testing,1,8/24/2020
9,Performance Engineering,1,8/24/2020
9,SSIS,1,8/24/2020
10,Automation Testing,1,8/24/2020
10,Java,1,8/24/2020
11,Automation Testing,1,8/24/2020
11,Business Analyst,1,8/24/2020
11,Manual Testing,5,8/24/2020
11,Technical Management,1,8/24/2020
12,Technical Management,1,8/24/2020
13,.Net,1,8/24/2020
13,Manual Testing,1,8/24/2020
13,Performance Engineering,1,8/24/2020
14,.Net,1,8/24/2020
15,.Net,2,8/24/2020
15,Java,1,8/24/2020
16,.Net,2,8/24/2020
16,C++,2,8/24/2020
16,Manual Testing,1,8/24/2020
17,.Net,4,8/24/2020
17,Automation Testing,1,8/24/2020
17,Business Analyst,1,8/24/2020
17,Performance Engineering,1,8/24/2020
18,Manual Testing,1,8/24/2020
18,Technical Management,1,8/24/2020
19,Technical Management,1,8/24/2020
20,.Net,1,8/24/2020
21,.Net,1,8/24/2020
21,Performance Engineering,1,8/24/2020
22,Automation Testing,1,8/24/2020
22,Manual Testing,1,8/24/2020
23,.Net,2,8/24/2020
23,Automation Testing,1,8/24/2020
23,Technical Management,1,8/24/2020
24,Manual Testing,4,8/24/2020
25,.Net,2,8/24/2020
25,Automation Testing,2,8/24/2020
25,Business Analyst,1,8/24/2020
25,Manual Testing,14,8/24/2020
25,Performance Engineering,1,8/24/2020
25,Selenium,1,8/24/2020
25,Technical Management,4,8/24/2020
26,.Net,6,8/24/2020
26,Fullstack .NET,1,8/24/2020
26,Java,2,8/24/2020
26,Manual Testing,9,8/24/2020
26,Performance Engineering,1,8/24/2020
27,.Net,6,8/24/2020
27,JS_HTML_CSS_.Net,1,8/24/2020
27,Performance Engineering,1,8/24/2020
28,.Net,1,8/24/2020
28,JS_HTML_CSS_.Net,1,8/24/2020
28,Manual Testing,3,8/24/2020
28,Selenium Java,1,8/24/2020
28,SSIS,1,8/24/2020
28,SSRS,1,8/24/2020
28,Technical Management,1,8/24/2020
29,.Net,1,8/24/2020
29,JS_HTML_CSS_.Net,1,8/24/2020
29,SSAS,2,8/24/2020
29,SSIS,1,8/24/2020
30,.Net,1,8/24/2020
31,Datastage,1,8/24/2020
31,Business Analyst,1,8/24/2020
31,HL7,3,8/24/2020
31,SSIS and ETL,39,8/24/2020
31,Perl,3,8/24/2020
32,.Net,1,8/24/2020
32,JS_HTML_CSS_.Net,1,8/24/2020
32,SSAS,1,8/24/2020
033A,.Net,6,8/24/2020
033A,AS400 Java,1,8/24/2020
033A,C++,1,8/24/2020
033A,Datastage,1,8/24/2020
033A,Data Science,1,8/24/2020
033A,HL7,4,8/24/2020
033A,Java,4,8/24/2020
033A,JS_HTML_CSS_.Net,3,8/24/2020
033A,JS_HTML_CSS_Java,1,8/24/2020
033A,Manual Testing,2,8/24/2020
033A,Mirth,2,8/24/2020
033A,Others,1,8/24/2020
033A,PS-.Net,2,8/24/2020
033A,PS-Java,1,8/24/2020
033A,SQL,4,8/24/2020
033A,SSAS,3,8/24/2020
033A,SSIS,2,8/24/2020
033B,.Net,1,8/24/2020
033B,AS400,1,8/24/2020
033B,AS400,2,8/24/2020
033B,C++,11,8/24/2020
033B,Java,1,8/24/2020
033B,JS_HTML_CSS_Java,2,8/24/2020
033B,Manual Testing,1,8/24/2020
033B,Others,1,8/24/2020
033B,Technical Management,1,8/24/2020
033D,SSIS,1,8/24/2020
36,Java,1,8/24/2020
037B,.Net,2,8/24/2020
037B,Fullstack .NET,1,8/24/2020
038A,Business Analyst,1,8/24/2020
038A,Manual Testing,23,8/24/2020
038A,Selenium Java,5,8/24/2020
038B,Automation Testing,1,8/24/2020
038B,Business Analyst,3,8/24/2020
038B,Manual Testing,3,8/24/2020
038B,Selenium Java,1,8/24/2020
01A,Business Analyst,2,8/24/2020
01A,SQL,2,8/24/2020
01A,SSIS,1,8/24/2020
001A,Business Analyst,1,8/24/2020
